Link,País,Preço_Sócio,Preço_Normal,Pontuação,Avaliações,Somelier,Decantação,Olfativo,Amadurecimento,Uvas,Gustativo,Visual,Harmonização,Temperatura,Safra,Seco,Teor_Alcoólico,Vinícola,Tipo,Potencial_Guarda,Região,Preços_Cat,Pontuação_Cat,Estoque_Cat,Pontos_Total
https://wine.com.br/vinhos/capitan-tomas-reserva-malbec-tannat-2017/prod22060.html,Argentina,,,4.0,165.0,"Diferente e ousado é esse blend elaborado pela Las Perdices, entre as uvas Malbec e Tannat. Esse exemplar traz a essência da principal uva de Mendoza, a Malbec, com suas notas de frutas negras e sua maciez, associadas às características da Tannat que entrega mais intensidade e corpo, resultando em um vinho delicioso.",,"Frutas negras, cacau, defumado",12 meses em barricas de carvalho francês e americano.,"Tannat, Malbec","Corpo de leve para médio, taninos macios, acidez agradável, frutado",Rubi,"Filé à parmegiana, churrasco, empanada de carne, batata gratinada com bacon, bolinha de provolone frita, polenta cremosa com molho de carne.",15.0,2017.0,1,14.0,Viña Las Perdices,Tinto,5.0,Mendoza,,2,2,660.0
https://wine.com.br/vinhos/salton-intenso-chardonnay-2018/prod22028.html,Brasil,,,0.0,0.0,"Esse Chardonnay jovem elaborado pela Vinícola Salton, fermentou parte em barricas de carvalho e parte em tanques de aço inox, que garantiu ao vinho boa complexidade de aromas, sem perder a essência da uva. É uma ótima pedida para ser harmonizado com comidas leves ou mesmo sem acompanhar uma refeição.",,"Abacaxi, pêssego, frutas cítricas, tosta",Breve passagem por barricas de carvalho.,Chardonnay (100%),"Leve, boa acidez, final agradável",Amarelo-claro,"Espaguete ao molho branco, asinha de frango assada, pizza marguerita, wrap de queijo e presunto, sanduíche natural, peixe frito.",8.0,2018.0,1,12.0,Vinícola Salton,Branco,3.0,Campanha Gaúcha,,0,1,0.0
https://wine.com.br/vinhos/artefacto-branco-2016/prod22069.html,Portugal,,,4.0,2.0,"Esse assemblage é produzido com as variedades portuguesas Antão Vaz, Arinto e Roupeiro. Fácil de beber e de harmonizar, o nome desse exemplar significa ""feito com arte"" em latim, e foi escolhido para expressar todo o processo de elaboração de um vinho.",,"Frutas tropicais, frutas cítricas",3 meses em tanques de aço inox sobre as borras finas.,"Antão Vaz, Roupeiro, Arinto","Frutado, leve, boa acidez",Amarelo-claro,"Bruschetta de salmão, tabule, salada de bacalhau com batatas, moqueca, linguine com camarão, escondidinho de bacalhau com requeijão.",10.0,2016.0,1,13.0,Luís Duarte Vinhos,Branco,3.0,Alentejo,,1,1,8.0
https://wine.com.br/vinhos/court-rollan-mater-carmenere-2015/prod22048.html,,,,4.5,2.0,"Produzido no Valle del Cachapoal, uma das áreas que formam o Valle del Rapel, este tinto traz a uva tinta emblemática do Chile. No rótulo, o nome ""Mater"", que em latim significa mãe, e expressa a delicadeza da uva Carménère. Exemplar pronto para ser bebido.",30.0,"Frutas negras, especiarias, vegetal, notas amadeiradas, couro","14 meses em barricas de carvalho francês, mais 6 meses em garrafa.",Carménère (100%),"Fruta em compota, médio corpo, taninos macios, acidez agradável",Rubi,"Quiche de aspargos e queijo parmesão, risoto de ossobuco, picanha com crosta de ervas, pappardelle ao ragu de cordeiro, bife de chorizo, ravioli recheado com quatro queijos.
",15.0,2015.0,1,14.0,Casas del Toqui,Tinto,8.0,,,1,2,9.0
https://wine.com.br/vinhos/court-rollan-filius-blend-de-blends-2016/prod22049.html,,,,4.5,3.0,"Este tinto é elaborado com três variedades que se destacam no terroir do Valle del Cachapoal, a Cabernet Sauvignon, a Carménère e a Syrah. A linha Court Rollan expressa a alta qualidade da renomada Casas del Toqui, uma vinícola chilena que desde a sua fundação conta com a experiência de um produtor de Bordeaux, na França. Exemplar pronto para ser bebido.",30.0,"Ameixa, cereja negra, especiarias picantes, nuance de chocolate","14 meses em barricas de carvalho francês, mais 6 meses em garrafa.","Cabernet Sauvignon (80%), Syrah (5%), Carménère (15%)","Médio corpo, taninos presentes, acidez agradável, tosta",Rubi,"Risoto de grana padano com mignon, batata recheada com shiitake, maminha recheada com provolone, costelinha suína, fettuccine com ragu de cordeiro, queijos semiduros.
",15.0,2016.0,1,14.0,Casas del Toqui,Tinto,8.0,,,1,2,13.5
https://wine.com.br/vinhos/antuco-reserva-chardonnay-2018/prod22057.html,,,,4.0,15.0,"Um Chardonnay elaborado no principal vale chileno, o Valle Central. O produtor, Cremaschi, tem como objetivo produzir, neste exemplar, um vinho branco fácil de agradar, sem amadurecimento em barricas para dominar o caráter típico da uva, com notas predominantemente frutadas.",,"Abacaxi maduro, pera madura, notas cítricas",Em tanques de aço inox.,Chardonnay (100%),"Frutado, corpo de leve para médio, boa acidez",Amarelo-claro,"Filé de tilápia ao forno, tabule, fricassê de frango, nhoque ao molho branco, camarão na moranga, casquinha de siri.",7.0,2018.0,1,13.0,Vineyards Cremaschi Furlotti,Branco,3.0,,,2,1,60.0
https://wine.com.br/vinhos/salton-intenso-marselan-teroldego-2017/prod22029.html,Brasil,,,3.0,2.0,"A Salton, vinícola centenária, ousou ao produzir este tinto. Misturou 2 variedades de uvas pouquíssimo conhecidas: Marselan e Teroldego, e o blend deu muito certo, vale a pena conferir. A linha Intenso é composta de vinhos jovens, fáceis de beber e que combinam com todos os momentos.",,"Frutas vermelhas, frutas negras, especiarias, floral",Em tanques de aço inox.,"Marselan, Teroldego","Corpo de leve para médio, taninos macios, acidez agradável, bom final.",Rubi,"Mix de queijos, pizzas, fraldinha recheada com queijo, talharim ao ragu de carne, petiscos, risoto com iscas de filé-mignon.",15.0,2017.0,1,12.5,Vinícola Salton,Tinto,4.0,Rio Grande do Sul,,1,1,6.0
https://wine.com.br/vinhos/salton-intenso-merlot-rose-2018/prod22030.html,Brasil,,,0.0,0.0,Esse exemplar rosé na Vinícola Salton foi elaborado com uvas Merlot colhidas no terroir gaúcho. É um vinho que foi elaborado para ser consumido jovem para explorar bastante os aromas de frutas vermelhas frescas e a boa acidez. É uma ótima opção também para compor drinks.,,"Frutas vermelhas, floral",Não passa por amadurecimento.,Merlot (100%),"Leve, boa acidez, frutado, doçura discreta",Cereja claro,"Canapés leves, queijos frescos, salada com molho de frutas vermelhas, risoto de tomate seco, frango grelhado, espetinho de camarão.",8.0,2018.0,0,12.5,Vinícola Salton,Tinto,2.0,Campanha Gaúcha,,0,1,0.0
https://wine.com.br/vinhos/partridge-reserva-malbec-rose-2018/prod22090.html,Argentina,,,4.0,36.0,"Esse vinho é elaborado com a uva tinta mais emblemática da Argentina, a Malbec, porém vinificada em rosé, expressando a versatilidade dessa variedade. Com um estilo fácil de beber, esse rótulo pode ser degustado sozinho ou harmonizado.",,"Frutas vermelhas, floral",Em tanques de aço inox.,Malbec (100%),"Leve, boa acidez, frutado",Rosa claro,"Lombo suíno ao forno, linguine ao sugo, risoto caprese, moqueca de camarão, bolinho de bacalhau, salmão grelhado.",9.0,2018.0,1,12.5,Viña Las Perdices,Outros,3.0,Mendoza,,2,1,144.0
https://wine.com.br/vinhos/cathedral-cellar-w-o-western-cape-sauvignon-blanc-2017/prod21758.html,África do Sul,,,4.0,15.0,"Elaborado com a Sauvignon Blanc, a terceira variedade branca mais cultivada na África do Sul, este exemplar tem suas uvas provenientes de diferentes zonas de Western Cape. Os vinhedos localizados em áreas mais frias podem gerar aromas e sabores herbáceos e vegetais, como encontramos neste rótulo premium.",,"Abacaxi, goiaba branca, aspargo, grama cortada, cítrico",Cerca de 2 meses em tanques de aço inox sobre as borras finas.,Sauvignon Blanc (100%),"Entrada salina, corpo de leve para médio, acidez agradável, frutado, herbáceo ",Amarelo-claro,"Rabanada de gorgonzola, pera e mel, pappardelle com lascas de salmão, camarão no abacaxi, ceviche de linguado, lagostim flambado, risoto de alho poró com raspas de limão. ",9.0,2017.0,1,13.5,KWV,Branco,7.0,Western Cape,,2,2,60.0
https://wine.com.br/vinhos/las-perdices-exploracion-la-consulta-malbec-2016/prod21840.html,Argentina,,,5.0,3.0,"La Consulta é o nome de uma área muito específica do Valle do Uco. Localizado a cerca de 1.050 metros acima do nível do mar, esse território possui grande amplitude térmica e solo arenoso. Essas características do terroir proporcionam uma baixa produção das vinhas, que obtém uvas muito concentradas em cor e sabor. Este tinto está pronto para beber, aproveite.",40.0,"Cereja negra madura, amora madura, especiarias, amadeirado","70% do vinho amadurece 12 meses em barricas de carvalho francês e americano, mais 12 meses em garrafa",Malbec (100%),"Corpo de médio para encorpado, taninos presentes, acidez agradável, volumoso, frutado, amadeirado",Rubi com reflexos violáceos,"Carré de cordeiro com salada de cenoura, baby beef com batatas rústicas, pappardelle com ragu de ossobuco, risoto de funghi, nhoque aos quatro queijos gratinado, queijos duros.",16.0,2016.0,1,14.0,Viña Las Perdices,Tinto,8.0,Valle de Uco,,1,2,15.0
https://wine.com.br/vinhos/dona-paula-estate-riesling-2015/prod21871.html,Argentina,,,3.0,13.0,"Este branco nasce no vinhedo Finca Alluvia, em Gualtallary, no Valle de Uco, a 1350 metros acima do nível do mar. Esse vale foi adquirido pela vinícola Doña Paula após anos de pesquisa em busca de um terroir de alta qualidade. Aromático e muito saboroso, pode ser degustado sozinho ou harmonizado.",,"Flores brancas, cítrico",Em tanques de aço inox.,Riesling (100%),"Leve, boa acidez, final agradável",Amarelo-claro,"Espaguete com camarão, dourado na parrilla, truta recheada, carpaccio de salmão, charuto de repolho e carne suína, queijos frescos de cabra.",8.0,2015.0,1,13.5,Doña Paula,Branco,4.0,Valle de Uco,,2,1,39.0
https://wine.com.br/vinhos/calyptra-inedito-limited-edition-2014/prod21769.html,,,,5.0,3.0,"Esse rótulo ícone da Calyptra, pontuado por Robert Parker com 92 pontos, possui uma produção limitada, com apenas 2.000 garrafas para todo o mundo. O longo amadurecimento em barricas de carvalho, fabricadas na própria vinícola, agrega intensidade de aromas e sabores, deixando esse vinho ainda mais nobre.",30.0,"Frutas negras maduras, defumado, especiarias",26 meses em barricas novas de carvalho francês.,"Cabernet Sauvignon (75%), Merlot (15%), Syrah (10%)","Potente, taninos presentes, boa acidez, amadeirado, final persistente",Rubi intenso,"Tournedos de mignon com cogumelos gratinados, costeleta de cordeiro ao molho de hortelã, carré de javali ao molho de pimenta rosa, massa gratinada, escondidinho de carne-seca, queijos de sabor forte.",16.0,2014.0,1,15.0,Calyptra,Tinto,15.0,,,1,3,15.0
https://wine.com.br/vinhos/roureda-levante-d-o-tarragona-2017/prod21819.html,Espanha,33.9,39.88,4.0,99.0,"Tinto espanhol da região de Tarragona, na Catalunha, com uvas colhidas nas proximidades do mar Mediterrâneo que entrega ao vinho gostosa acidez, perfil gastronômico e notas de frutas frescas. É um vinho fácil de ser bebido que combina perfeitamente com aperitivos e pratos do dia a dia.",,"Amora, cereja, framboesa, morango",Em tanques de aço inox.,"Grenache , Tempranillo","Corpo leve para médio, boa acidez, taninos macios, saboroso, harmônico",Rubi,"Lasanha vegetariana, espaguete à bolonhesa, beirute com rosbife, estrogonofe de carne, pizza na frigideira, lombo suíno ao forno.
",15.0,2017.0,1,12.5,Cellers Unió,Tinto,4.0,Tarragona,1,2,1,396.0
https://wine.com.br/vinhos/las-perdices-exploracion-paraje-altamira-malbec-2017/prod21839.html,Argentina,,,4.0,4.0,"Integrante de um projeto muito especial da Viña Las Perdices, este tinto traz a expressão da Malbec cultivada em um terroir de altitude, chamado Paraje Altamira. Essa área do Valle de Uco está situada a cerca de 1060 metros acima do nível do mar. Por lá o solo é calcário, com muita presença de pedras. Com potencial de envelhecimento, pode ser guardado por até um ano antes de degustar.",40.0,"Ameixa madura, framboesa, violeta, leve amadeirado","70% do vinho amadurece 12 meses em barricas de carvalho francês e americano, mais 9 meses em garrafa",Malbec (100%),"Intenso, corpo de médio para encorpado, boa acidez, taninos marcantes, leve amadeirado, final agradável",Rubi com reflexos violáceos,"Cogumelos recheados com queijo e bacon, t-bone grelhado, risoto de brie, churrasco, fondue de carne, costela no bafo. ",16.0,2017.0,1,14.5,Viña Las Perdices,Tinto,8.0,Valle de Uco,,1,2,16.0
https://wine.com.br/vinhos/laborie-w-o-western-cape-chardonnay-2018/prod21755.html,África do Sul,,,3.5,5.0,"A escolha do enólogo em passar 40% do vinho por barrica e por um curto tempo garante manutenção da acidez, predominância de frutas e evita que a madeira domine tanto os aromas quanto os sabores. Dessa forma o perfil jovem e fresco do vinho se mantém e fica perfeito quando harmonizado com peixes e frituras, principalmente.",,"Abacaxi maduro, maçã verde, nuances do amadurecimento",40% do vinho durante 4 meses em barricas de carvalho francês.,Chardonnay (100%),"Corpo de leve para médio, acidez agradável, leve amadeirado",Amarelo-claro,"Fritatta de batatas com tomate e camembert, acarajé, badejo no vapor, paella vegetariana, torradinha com caponata de berinjela, frango à milanesa.",8.0,2018.0,1,13.0,Laborie,Branco,3.0,Western Cape,,1,1,17.5
https://wine.com.br/vinhos/roureda-poniente-d-o-tarragona-2017/prod21820.html,Espanha,,,3.5,77.0,"As uvas desse tinto foram colhidas no interior da Denominação de Origem Tarragona. As vinhas estão localizadas no leito do rio Ebro, em locais que são uns dos mais altos da região, e possui clima continental, com amplitude térmica mais elevada do que em regiões litorâneas, essa amplitude favorece a maturação das uvas.",,"Frutas negras maduras, especiarias",Em tanques de aço inox.,"Grenache , Mazuelo, Tempranillo","Bom corpo, acidez agradável, taninos macios, frutado",Rubi,"Cuscuz de legumes, panqueca aos quatro queijos, torradinhas com presunto tipo espanhol, arroz ao forno, carne vermelha com batatas assadas, bucatini com presunto e ervilha.
",15.0,2017.0,1,12.5,Cellers Unió,Tinto,4.0,Tarragona,,2,1,269.5
https://wine.com.br/vinhos/fortant-de-france-terroir-d-altitude-merlot-2017/prod21795.html,França,,,4.0,13.0,"Este tinto é elaborado com uvas provenientes de vinhas de altitude, cultivadas em uma área chamada de Salagou. As colinas dessa região, que remontam o período permiano, possuem um terroir árido, que devido a escassez de água, gera uvas mais concentradas. Com boa estrutura para evoluir, pode ser guardado por até um ano antes de degustar.",40.0,"Amora madura, cereja negra madura, especiarias","4 meses em barricas de carvalho francês, sobre as borras",Merlot (100%),"Corpo médio para encorpado, taninos presentes, acidez agradável, mescla de notas frutadas e amadeiradas",Rubi,"Ravioli de cacau com recheio de nozes e molho de queijo, bisteca suína com gratin de batatas, ossobuco com polenta, galeto recheado com farofa de bacon, quesadilla de mignon, lombo suíno ao forno.",15.0,2017.0,1,14.5,Fortant ,Tinto,6.0,Languedoc,,2,2,52.0
https://wine.com.br/vinhos/calyptra-zahir-2011/prod21768.html,,377.4,444.0,4.5,11.0,"Integrante da linha Premium da Calyptra, esse nobre tinto pontuado por Robert Parker, faz referência ao Dr. José Zahir, renomado médico e fundador da vinícola. Produzido com uvas criteriosamente selecionadas, esse exemplar une a alta qualidade do terroir do Cachapoal, com a experiência do enólogo francês François Massoc.",30.0,"Cereja, ameixa, cassis, framboesa, especiarias, herbáceo, amadeirado",26 meses em barricas de carvalho francês.,Cabernet Sauvignon (100.00%),"Encorpado, taninos presentes, boa acidez, frutado, amadeirado, final persistente",Rubi intenso,"Boeuf Bourguignon, lombo de cordeiro ao molho rotie de amora, bife ancho, risoto de gorgonzola com nozes, cogumelos salteados, ossobuco com polenta.",16.0,2011.0,1,15.0,Calyptra,Tinto,12.0,,4,2,3,49.5
https://wine.com.br/vinhos/genio-espanol-12-meses-en-barrica-d-o-p-jumilla-monastrell-2015/prod21793.html,Espanha,52.9,62.24,4.0,45.0,"Elaborado em uma das denominações mais antigas da Espanha, Jumilla, este tinto traz a Monastrell, uva emblemática da região, que ocupa mais de 80% dos vinhedos locais. O amadurecimento em barricas de carvalho agregou complexidade ao vinho e forneceu ao exemplar muito equilíbrio.",20.0,"Ameixa madura, cereja negra, baunilha, amadeirado",12 meses em barricas novas de carvalho francês e americano,Monastrell (100%),"Médio corpo, acidez agradável, taninos macios, boa complexidade, tosta",Rubi,"Filé-mignon com crosta de mostarda, risoto de queijo, penne à carbonara, cogumelos salteados com legumes, espaguete com ragu de ossobuco, queijos semi-duros.",15.0,2015.0,0,14.0,Familia Bastida,Tinto,6.0,Jumilla,2,2,2,180.0
https://wine.com.br/vinhos/genio-espanol-roble-d-o-p-jumilla-monastrell-2016/prod21792.html,Espanha,43.9,51.65,4.0,56.0,"Produzido na pequena denominação Jumilla, localizada no sudeste da Espanha, este tinto é proveniente dos vinhedos mais antigos da vinícola. Mesmo com um amadurecimento em barricas de carvalho por poucos meses, esse exemplar possui características evidentes de madeira.",20.0,"Frutas maduras, especiarias, amadeirado",4 meses em barricas de carvalho francês e americano.,Monastrell (100%),"Médio corpo, acidez agradável, taninos presentes, amadeirado",Rubi,"Frango Biryani, talharim com ragu de linguiça, batatas recheadas com queijo e bacon, tapas espanholas, nhoque de abóbora ao sugo, bife à milanesa. ",15.0,2016.0,0,14.0,Familia Bastida,Tinto,5.0,Jumilla,2,2,2,224.0
https://wine.com.br/vinhos/yalumba-coonawarra-cabernet-sauvignon-2016/prod21747.html,Austrália,,,4.0,13.0,"Coonawarra é o nome de uma área vitivinícola em South Australia, que possui os melhores vinhedos de Cabernet Sauvignon da Austrália. Produzido sob o conceito Vegan Friendly e com uvas provenientes deste terroir, esse exemplar une a elegância européia com a pureza e a alta concentração da fruta australiana.",30.0,"Frutas vermelhas e negras, violeta, mentol, especiarias, traço amadeirado","4 meses, sendo 25% em barricas de carvalho francês.",Cabernet Sauvignon (100%),"Corpo de médio para encorpado, taninos presentes, frutado, boa acidez, final agradável",Rubi,"Risoto de bacon, filé de frango à parmegiana, nhoque com ragu de carne, batata recheada com três queijos, tarte tartin de ratatouille, contra filé ao forno. ",15.0,2016.0,1,14.0,Yalumba,Tinto,5.0,South Australia,,2,2,52.0
https://wine.com.br/vinhos/calyptra-gran-reserva-chardonnay-2016/prod21767.html,,,,4.0,1.0,"Assinado pela Calyptra, uma vinícola chilena com o estilo boutique, esse vinho traz complexidade e características muito marcantes no aroma e no paladar. Encorpado e amadeirado, é indicado para quem busca vinhos brancos intensos, que fogem do tradicional. Pontuado por Robert Parker com 94 pontos.",,"Abacaxi, maçã, pêssego, nozes, baunilha, mel",20 meses em barricas de carvalho francês.,Chardonnay (100%),"Corpo de médio para encorpado, acidez agradável, amadeirado, final longo, intenso",Amarelo,"Lombo de bacalhau, lula grelhada na manteiga, fettuccine à carbonara, risoto de gorgonzola, pera e nozes, filé de peixe com crosta de castanha, queijos duros.",10.0,2016.0,1,14.5,Calyptra,Branco,10.0,,,1,2,4.0
https://wine.com.br/vinhos/calyptra-gran-reserva-sauvignon-blanc-2015/prod21766.html,,,,0.0,0.0,"Um branco único, de bom corpo, acidez equilibrada e longo final, que é raridade no mundo do vinho por ser elaborado com a uva Sauvignon Blanc com longo amadurecimento em barricas francesas. A Calyptra é uma vinícola boutique chilena que produz seus próprios barris de carvalho. Pontuado com 93 pontos por Tim Atkin.",,"Maracujá maduro, melão, pera, baunilha, amadeirado",18 meses em barricas de carvalho francês sobre as borras finas.,Sauvignon Blanc (100%),"Médio corpo, boa acidez, final longo, amadeirado",Amarelo,"Risoto de lula, frango à cordon bleu, moqueca de robalo com pirão, sashimi de peixe branco, lasanha de alcachofra e gorgonzola, queijos frescos.",10.0,2015.0,1,14.0,Calyptra,Branco,10.0,,,0,2,0.0
https://wine.com.br/vinhos/cathedral-cellar-triptych-w-o-western-cape-2015/prod21757.html,África do Sul,,,4.0,6.0,"Ousado e moderno, esse rótulo é um blend produzido com onze diferentes variedades tintas, mesclando algumas das uvas mais cultivadas com outras consideradas raras na África do Sul. Assinado por um dos principais produtores do país, ele exemplar tem uvas provenientes de vinhedos distintos, localizados nas mais aclamadas áreas vitivinícolas sul-africanas. Foi premiado com medalha de prata pela International Wine & Spirits e medalha de bronze no Decanter World Wine Awards.",30.0,"Ameixa madura, ervas secas, cedro, cacau, tabaco, tosta","14 a 16 meses em barricas de carvalho, sendo 40% do vinho em barricas novas e o restante em barricas de segundo e terceiro usos.",Várias uvas,"Encorpado, taninos marcantes, boa acidez, amadeirado, final longo",Rubi,"Maminha assada na manteiga de ervas, risoto de linguiça defumada, ravióli de costela, picanha na brasa, bisteca alla Fiorentina, penne ao molho de cogumelos. ",15.0,2015.0,1,14.0,KWV,Tinto,8.0,Western Cape,,1,2,24.0
https://wine.com.br/vinhos/pointer-by-undurraga-reserva-cabernet-sauvignon-2017/prod21739.html,,,,3.5,77.0,"A safra 2017 foi considerada boa no Chile, com uma primavera sem risco de geadas e com bastante luminosidade e calor na época de amadurecimento. Em alguns lugares, teve amadurecimento exagerado, porém, no caso de Pointer a colheita foi propositalmente adiantada, para colher a uva com caráter fresco e acidez equilibrada.",,"Frutas negras, especiarias, leve amadeirado",Breve passagem em carvalho.,Cabernet Sauvignon (100%),"Corpo de leve para médio, com boa presença gustativa, taninos macios, acidez agradável, nuance amadeirada",Rubi,"Waffle de queijo, quibe frito, espaguete ao molho de cogumelos, hambúrguer com queijo e cebola, arroz à parmegiana, escondidinho de carne moída. ",15.0,2017.0,1,13.0,Undurraga,Tinto,4.0,,,2,1,269.5
https://wine.com.br/vinhos/portal-das-hortas-d-o-vinho-verde-avesso-alvarinho/prod21742.html,Portugal,,,4.5,8.0,"Vinho Verde é uma região produtora em Portugal, localizada no noroeste do país. Por lá, o vinho branco é o mais produzido, sem dúvidas, e carrega um estilo leve, com frescor pronunciado. Esse exemplar apresenta essa tipicidade e deve ser degustado mais resfriado, para explorar bastante a refrescância que ele entrega. Exemplar Vegan Friendly.",,Cítrico e floral,"3 meses em tanques de aço inox, sobre as borras.","Alvarinho, Avesso","Leve, acidez agradável, frutado, floral, delicado frisante",Amarelo-palha,"Sushi e sashimi, bolinho de bacalhau, sardinhas grelhadas, filé de frango com salada, pizza de queijo, grão de bico com pãozinho sírio.
",7.0,,1,11.5,Casa das Hortas,Branco,3.0,Vinho Verde,,1,1,36.0
https://wine.com.br/vinhos/laborie-w-o-western-cape-sauvignon-blanc-2018/prod21756.html,África do Sul,,,4.5,7.0,"A Sauvignon Blanc é uma uva francesa que se adaptou muito bem ao terroir sul-africano. Segundo os próprios produtores, 2018 produziu vinhos excelentes, elegantes, e com uvas maduras no tempo certo. O amadurecimento feito em tanques de aço inox entregou um vinho fresco, jovem e muito agradável de ser bebido.",,"Grama cortada, frutas tropicais, lima",Em tanques de aço inox.,Sauvignon Blanc (100%),"Jovem, leve, acidez agradável, cítrico, vegetal",Amarelo-palha,"Bolinho de bacalhau, panqueca de salmão, salada de fusilli, cuscuz marroquino, quibe de abóbora, linguado com molho de limão. ",8.0,2018.0,1,13.0,Laborie,Branco,3.0,Western Cape,,1,1,31.5
https://wine.com.br/vinhos/cuatro-elementos-chardonnay-2018/prod21587.html,Uruguai,,,2.0,2.0,"Produzido com a Chardonnay, considerada a rainha das uvas brancas, esse rótulo traz a expressão dessa variedade cultivada no terroir do Uruguai. Com frutas em destaque no aroma e no paladar, esse rótulo proporciona versatilidade, pois pode ser apreciado sozinho ou harmonizado.",,"Frutas brancas, frutas amarelas",Não passa por amadurecimento.,Chardonnay,"Frutado, leve, boa acidez",Amarelo-claro,"Peixe ao forno, gratinado de batatas com atum, estrogonofe de camarão, risoto caprese, salada de frango, legumes grelhados. ",9.0,2018.0,0,12.0,Cuatro Elementos,Branco,3.0,Canelones,,1,1,4.0
https://wine.com.br/vinhos/quatro-elementos-canelones-sauvignon-blanc-2018/prod21586.html,Uruguai,,,1.0,2.0,"Com um estilo bem leve e refrescante, este branco é produzido no Uruguai, mostrando o potencial do país em produzir outros tipos de vinhos além dos tintos. Para ser apreciado sozinho ou harmonizado com petiscos e pratos principais, esse exemplar não passa por amadurecimento para preservar as características naturais da uva Sauvignon Blanc.",,"Maracujá, vegetal",Não passa por amadurecimento.,Sauvignon Blanc (100%),"Leve, boa acidez",Amarelo-claro,"Espetinho de camarão, ceviche, iscas de peixe frito, rolinho primavera de salmão, salada caprese, bolinho de queijo. ",8.0,2018.0,1,12.0,Cuatro Elementos,Branco,3.0,Canelones,,1,1,2.0
https://wine.com.br/vinhos/yalumba-the-strapper-2016/prod21748.html,Austrália,,,4.0,8.0,"Elaborado sob o conceito Vegan Friendly, este tinto traz um assemblage que é muito famoso na região do Rhône, na França, conhecido como GSM. Chamado de santíssima trindade por Jancis Robinson, este blend une as uvas tintas Grenache, Syrah e Mourvèdre, esta última é chamada de Mataro na Austrália.",30.0,"Amora, mirtilo, floral, cacau, especiarias doces","11 meses em barricas novas e usadas de carvalho francês, húngaro e americano. ","Shiraz, Mataro, Grenache ","Corpo de médio para encorpado, acidez agradável, frutado, taninos macios, leve amadeirado",Rubi,"Torta folhada com cogumelos, beef Wellington, fraldinha ao forno com legumes, risoto de costelinha, ravióli de abóbora com carne seca, codorna recheada. ",15.0,2016.0,1,13.5,Yalumba,Tinto,6.0,Barossa Valley,,1,2,32.0
https://wine.com.br/vinhos/portal-das-hortas-d-o-vinho-verde-avesso-arinto-2017/prod21741.html,Portugal,,,4.5,10.0,"Esse exemplar mescla as variedades Avesso e Arinto, duas das principais uvas brancas permitidas na região de Vinho Verde, em Portugal. A uva Avesso contribuiu com o corpo do vinho, a boa acidez, enquanto a uva Arinto garantiu aromas e sabores frutados, com destaque para a nota cítrica. Exemplar Vegan Friendly.",,"Lima, abacaxi","3 meses em tanques de aço inox, sobre as borras.","Avesso, Arinto","Marcante, corpo de leve para médio, boa acidez, cítrico",Amarelo claro ,"Bacalhoada clássica, arroz de polvo, bruschetta de salmão, atum com guacamole, tapas leves, camarões grelhados.
",7.0,2017.0,0,12.0,Casa das Hortas,Branco,3.0,Vinho Verde,,2,1,45.0
https://wine.com.br/vinhos/morande-edicion-limitada-syrah-cabernet-sauvignon-2015/prod21521.html,,,,3.5,9.0,"Proveniente do Valle Central, este tinto é elaborado com uvas colhidas à mão, cultivadas em áreas diferentes da região. A Syrah vem de vinhedos localizados no Valle del Maule, já a Cabernet Sauvignon vem de vinhas do Valle del Maipo. Estes vinhedos possuem vinhas velhas, caracterizadas pelo baixo rendimento e alta concentração dos bagos.",20.0,"Framboesa, amora, groselha, especiarias, terroso, herbáceo, cedro",16 meses em barricas de carvalho francês e americano.,"Cabernet Sauvignon (50%), Syrah (50%)","Corpo de médio para encorpado, taninos presentes, boa acidez, amadeirado",Rubi,"Maminha ao forno com batatas e bacon, lasanha de cogumelos com brie e tomates, filé ao molho madeira, picanha de cordeiro, nhoque ao ragu de rabada, queijos semi-duros.",15.0,2015.0,1,14.0,Morandé,Tinto,7.0,,,1,2,31.5
https://wine.com.br/vinhos/aterciopelado-pais-malbec-2016/prod21553.html,,,,2.0,12.0,"Integrante do projeto Morandé Adventure, Aterciopelado significa aveludado, em português, devido à sua maciez em boca. Pontuado, fermentado e parcialmente amadurecido em ovos de concreto, esse tinto expressa uma releitura de um rótulo que era produzido nos anos 60 com as uvas País e Malbec. O enólogo Jorge Martínez é o responsável por esse incrível resgate.",20.0,"Cereja, groselha, amora, ameixa, frutas secas, leve amadeirado",3 meses em ovos de concreto e barricas de carvalho,"País (80%), Malbec (20%)","Frutado, médio corpo, taninos macios, aveludado, acidez agradável",Rubi,"Paella de javali, fraldinha com crosta de Dijon, risoto de cogumelos com azeite de trufas, asado chileno, nhoque com ragu de costela, queijos semi-duros.",16.0,2016.0,1,14.0,Morandé,Tinto,7.0,,,2,2,24.0
